"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"1","VES","Bosque Abierto","Anolis tropidogaster",TRUE,1,2,50,NA,NA,50,0.3,33.3
"2","VES","Bosque Abierto","Imantodes cenchoa",TRUE,2,1,25,NA,NA,75,0,66.7
"3","VES","Bosque Abierto","Thamnodynastes gambotensis",TRUE,3,1,25,NA,NA,100,0,100
"4","VES","Bosque Denso","Gonatodes albogularis",TRUE,1,15,51.7,NA,NA,51.7,1.2,14.3
"5","VES","Bosque Denso","Anolis tropidogaster",TRUE,2,9,31,NA,NA,82.8,1,28.6
"6","VES","Bosque Denso","Corallus ruschenbergerii",TRUE,3,1,3.4,NA,NA,86.2,0,42.9
"7","VES","Bosque Denso","Holcosus festivus",FALSE,4,1,3.4,NA,NA,89.7,0,57.1
"8","VES","Bosque Denso","Caiman crocodilus",FALSE,5,1,3.4,NA,NA,93.1,0,71.4
"9","VES","Bosque Denso","Imantodes cenchoa",FALSE,6,1,3.4,NA,NA,96.6,0,85.7
"10","VES","Bosque Denso","Enuliophis sclateri",FALSE,7,1,3.4,NA,NA,100,0,100
"11","VES","Bosque Ripario","Basiliscus galeritus",TRUE,1,79,25.8,NA,NA,25.8,1.9,4
"12","VES","Bosque Ripario","Gonatodes albogularis",TRUE,2,63,20.6,NA,NA,46.4,1.8,8
"13","VES","Bosque Ripario","Loxopholis rugiceps",TRUE,3,57,18.6,NA,NA,65,1.8,12
"14","VES","Bosque Ripario","Anolis tropidogaster",FALSE,4,34,11.1,NA,NA,76.1,1.5,16
"15","VES","Bosque Ripario","Leptodeira annulata",FALSE,5,11,3.6,NA,NA,79.7,1,20
"16","VES","Bosque Ripario","Imantodes cenchoa",FALSE,6,10,3.3,NA,NA,83,1,24
"17","VES","Bosque Ripario","Lepidoblepharis xanthostigma",FALSE,7,8,2.6,NA,NA,85.6,0.9,28
"18","VES","Bosque Ripario","Anolis auratus",FALSE,8,7,2.3,NA,NA,87.9,0.8,32
"19","VES","Bosque Ripario","Corallus ruschenbergerii",FALSE,9,6,2,NA,NA,89.9,0.8,36
"20","VES","Bosque Ripario","Caiman crocodilus",FALSE,10,5,1.6,NA,NA,91.5,0.7,40
"21","VES","Bosque Ripario","Diploglossus monotropis",FALSE,11,4,1.3,NA,NA,92.8,0.6,44
"22","VES","Bosque Ripario","Sphaerodactylus lineolatus",FALSE,12,3,1,NA,NA,93.8,0.5,48
